   2.73645,   2.71703,   2.69878,   2.68177,   2.66608,   2.65176,   2.63888,   2.62750,   2.61768,   2.60946,   2.60288,   2.59797,   2.59477,   2.59328,   2.59351,   2.59547,   2.59914,   2.60450,   2.61153,   2.62020,   2.63045,   2.64224,   2.65552,   2.67022,   2.68628,   2.70363,   2.72221,   2.74193,   2.76273,   2.78454,   2.80727,   2.80947,   2.78755,   2.76659,   2.74666,   2.72783,   2.71018,   2.69377,   2.67867,   2.66495,   2.65267,   2.64187,   2.63262,   2.62496,   2.61892,   2.61453,   2.61182,   2.61080,   2.61147,   2.61383,   2.61787,   2.62357,   2.63090,   2.63983,   2.65031,   2.66229,   2.67572,   2.69053,   2.70668,   2.72408,   2.74267,   2.76237,   2.78313,   2.80486,   2.82749,   2.85096,   2.87519,   2.90012,   2.92568,   2.95181,   2.97844,   3.00553,   3.03302,   3.06085,   3.08463,   3.10784,   3.13153,   3.15566,   3.18018,   3.20505,   3.23023,   3.25568,   3.28137,   3.30726,   3.33331,   3.35951,   3.38582,   3.41222,   3.43868,   3.46518,   3.49169,   3.51821,   3.54471,   3.57117,   3.59758,   3.62393,   3.65020,   3.67639,   3.70247,   3.72845,   3.75430,   3.78004,   3.80564,   3.83110,   3.85642,   3.88159,   3.90660,   3.93146,   3.95616,   3.98069,   4.00505,   4.02925,   4.05327,   4.07712,   4.10080,   4.12431,   4.14763,   4.17079,   4.19377,   4.21657,   4.23919,   4.26164,   4.28392,   4.30602,   4.32795,   4.34971,   4.37129,   4.39270,   4.41395,   4.43502,   4.45593,   4.47667,   4.49725,   4.51766,   4.53792,   4.55801,   4.57794,   4.59772,   4.61734,   4.63681,   4.65613,   4.67529,   4.69430,   4.71317,   4.73189,   4.75047,   4.76890,   4.78719,   4.80535,   4.82336,   4.84124,   4.85898,   4.87659,   4.89407,   4.91141,   4.92863,   4.94572,   4.96269,   4.97953,   4.99625,   5.01284,   5.02932,   5.04568,   5.06192,   5.07804,   5.09405,   5.10995,   5.12574,   5.14141,   5.15698,   5.17244,   5.18779,   5.20304,   5.21818,   5.23322,   5.24816,   5.26300,   5.27774,   5.29238,   5.30692,   5.32137,   5.33572,   5.34998,   5.36415,   5.37823,   5.39221,   5.40611,   5.41992,   5.43364,   5.44727,   5.46082,   5.47429,   5.48767,   5.50097,   5.51418,   5.52732,   5.54038,   5.55336,   5.56626,   5.57908
   2.73089,   2.70978,   2.68979,   2.67098,   2.65344,   2.63724,   2.62245,   2.60914,   2.59737,   2.58719,   2.57866,   2.57182,   2.56671,   2.56335,   2.56177,   2.56196,   2.56393,   2.56766,   2.57315,   2.58035,   2.58924,   2.59976,   2.61187,   2.62550,   2.64060,   2.65709,   2.67491,   2.69398,   2.71422,   2.73555,   2.75791,   2.78120,   2.77468,   2.75193,   2.73015,   2.70943,   2.68984,   2.67145,   2.65434,   2.63859,   2.62425,   2.61140,   2.60010,   2.59041,   2.58236,   2.57601,   2.57137,   2.56849,   2.56737,   2.56802,   2.57044,   2.57461,   2.58051,   2.58811,   2.59738,   2.60826,   2.62070,   2.63465,   2.65004,   2.66679,   2.68485,   2.70413,   2.72456,   2.74606,   2.76856,   2.79198,   2.81625,   2.84129,   2.86702,   2.89340,   2.92033,   2.94778,   2.97566,   3.00394,   3.02974,   3.05312,   3.07704,   3.10143,   3.12626,   3.15148,   3.17703,   3.20289,   3.22901,   3.25536,   3.28189,   3.30859,   3.33541,   3.36233,   3.38932,   3.41636,   3.44343,   3.47050,   3.49756,   3.52458,   3.55156,   3.57847,   3.60530,   3.63204,   3.65868,   3.68521,   3.71161,   3.73789,   3.76403,   3.79002,   3.81586,   3.84155,   3.86708,   3.89244,   3.91764,   3.94266,   3.96751,   3.99218,   4.01667,   4.04098,   4.06511,   4.08906,   4.11283,   4.13642,   4.15982,   4.18304,   4.20607,   4.22892,   4.25159,   4.27408,   4.29639,   4.31852,   4.34047,   4.36224,   4.38384,   4.40526,   4.42651,   4.44759,   4.46850,   4.48923,   4.50980,   4.53021,   4.55045,   4.57053,   4.59044,   4.61020,   4.62980,   4.64924,   4.66853,   4.68767,   4.70665,   4.72549,   4.74418,   4.76272,   4.78112,   4.79937,   4.81749,   4.83547,   4.85331,   4.87101,   4.88858,   4.90602,   4.92332,   4.94050,   4.95755,   4.97447,   4.99127,   5.00794,   5.02449,   5.04092,   5.05724,   5.07343,   5.08951,   5.10548,   5.12133,   5.13707,   5.15270,   5.16822,   5.18363,   5.19894,   5.21414,   5.22924,   5.24423,   5.25913,   5.27392,   5.28861,   5.30321,   5.31771,   5.33211,   5.34642,   5.36063,   5.37475,   5.38878,   5.40273,   5.41658,   5.43034,   5.44402,   5.45761,   5.47111,   5.48453,   5.49787,   5.51113,   5.52430,   5.53739,   5.55041,   5.56334
   2.72784,   2.70509,   2.68338,   2.66280,   2.64342,   2.62534,   2.60863,   2.59336,   2.57960,   2.56742,   2.55688,   2.54804,   2.54093,   2.53561,   2.53209,   2.53040,   2.53054,   2.53252,   2.53632,   2.54193,   2.54931,   2.55842,   2.56922,   2.58165,   2.59565,   2.61115,   2.62809,   2.64638,   2.66594,   2.68671,   2.70859,   2.73150,   2.75537,   2.73958,   2.71596,   2.69334,   2.67178,   2.65138,   2.63222,   2.61437,   2.59792,   2.58293,   2.56949,   2.55765,   2.54748,   2.53902,   2.53233,   2.52744,   2.52438,   2.52315,   2.52378,   2.52625,   2.53056,   2.53667,   2.54456,   2.55418,   2.56549,   2.57842,   2.59292,   2.60890,   2.62631,   2.64506,   2.66507,   2.68626,   2.70855,   2.73185,   2.75610,   2.78120,   2.80708,   2.83366,   2.86087,   2.88865,   2.91693,   2.94564,   2.97365,   2.99719,   3.02130,   3.04595,   3.07108,   3.09663,   3.12256,   3.14883,   3.17539,   3.20220,   3.22923,   3.25643,   3.28378,   3.31124,   3.33879,   3.36639,   3.39403,   3.42168,   3.44932,   3.47692,   3.50448,   3.53198,   3.55939,   3.58672,   3.61393,   3.64104,   3.66801,   3.69486,   3.72155,   3.74810,   3.77449,   3.80072,   3.82678,   3.85267,   3.87838,   3.90391,   3.92926,   3.95443,   3.97941,   4.00420,   4.02880,   4.05321,   4.07744,   4.10147,   4.12531,   4.14896,   4.17241,   4.19568,   4.21876,   4.24165,   4.26435,   4.28687,   4.30920,   4.33134,   4.35330,   4.37509,   4.39669,   4.41811,   4.43935,   4.46042,   4.48132,   4.50204,   4.52260,   4.54298,   4.56320,   4.58326,   4.60315,   4.62288,   4.64245,   4.66186,   4.68112,   4.70022,   4.71917,   4.73797,   4.75662,   4.77513,   4.79349,   4.81170,   4.82978,   4.84771,   4.86551,   4.88317,   4.90070,   4.91809,   4.93535,   4.95248,   4.96948,   4.98636,   5.00311,   5.01974,   5.03624,   5.05263,   5.06889,   5.08504,   5.10108,   5.11699,   5.13280,   5.14849,   5.16407,   5.17954,   5.19491,   5.21017,   5.22532,   5.24037,   5.25532,   5.27016,   5.28491,   5.29955,   5.31410,   5.32855,   5.34291,   5.35717,   5.37133,   5.38541,   5.39940,   5.41329,   5.42710,   5.44081,   5.45444,   5.46799,   5.48145,   5.49482,   5.50812,   5.52133,   5.53446,   5.54751
   2.72735,   2.70299,   2.67961,   2.65729,   2.63611,   2.61616,   2.59752,   2.58028,   2.56451,   2.55030,   2.53770,   2.52679,   2.51762,   2.51024,   2.50470,   2.50101,   2.49921,   2.49931,   2.50129,   2.50516,   2.51089,   2.51845,   2.52779,   2.53887,   2.55163,   2.56601,   2.58192,   2.59930,   2.61807,   2.63815,   2.65944,   2.68188,   2.70536,   2.72962,   2.70418,   2.67966,   2.65614,   2.63371,   2.61246,   2.59248,   2.57385,   2.55666,   2.54098,   2.52691,   2.51450,   2.50382,   2.49493,   2.48788,   2.48271,   2.47945,   2.47811,   2.47871,   2.48124,   2.48569,   2.49203,   2.50022,   2.51023,   2.52198,   2.53543,   2.55051,   2.56713,   2.58522,   2.60470,   2.62548,   2.64747,   2.67058,   2.69474,   2.71984,   2.74581,   2.77257,   2.80003,   2.82812,   2.85678,   2.88592,   2.91549,   2.94000,   2.96430,   2.98918,   3.01459,   3.04047,   3.06678,   3.09346,   3.12046,   3.14774,   3.17527,   3.20299,   3.23088,   3.25890,   3.28702,   3.31521,   3.34344,   3.37169,   3.39993,   3.42815,   3.45631,   3.48442,   3.51244,   3.54037,   3.56820,   3.59590,   3.62347,   3.65090,   3.67818,   3.70531,   3.73227,   3.75906,   3.78567,   3.81211,   3.83836,   3.86442,   3.89029,   3.91598,   3.94146,   3.96675,   3.99184,   4.01673,   4.04143,   4.06592,   4.09022,   4.11431,   4.13821,   4.16191,   4.18541,   4.20871,   4.23182,   4.25473,   4.27746,   4.29998,   4.32232,   4.34447,   4.36644,   4.38822,   4.40981,   4.43122,   4.45246,   4.47351,   4.49439,   4.51509,   4.53562,   4.55598,   4.57617,   4.59620,   4.61606,   4.63575,   4.65529,   4.67466,   4.69388,   4.71295,   4.73186,   4.75062,   4.76923,   4.78769,   4.80600,   4.82418,   4.84221,   4.86010,   4.87785,   4.89546,   4.91294,   4.93028,   4.94749,   4.96458,   4.98153,   4.99836,   5.01506,   5.03164,   5.04809,   5.06443,   5.08064,   5.09674,   5.11272,   5.12859,   5.14434,   5.15999,   5.17552,   5.19094,   5.20626,   5.22146,   5.23657,   5.25157,   5.26646,   5.28126,   5.29595,   5.31055,   5.32505,   5.33945,   5.35376,   5.36797,   5.38209,   5.39612,   5.41006,   5.42390,   5.43766,   5.45133,   5.46492,   5.47842,   5.49183,   5.50516,   5.51841,   5.53157
   2.72940,   2.70351,   2.67851,   2.65449,   2.63155,   2.60976,   2.58922,   2.57002,   2.55225,   2.53597,   2.52129,   2.50827,   2.49697,   2.48747,   2.47981,   2.47403,   2.47018,   2.46827,   2.46831,   2.47030,   2.47423,   2.48009,   2.48782,   2.49740,   2.50877,   2.52186,   2.53661,   2.55295,   2.57079,   2.59004,   2.61063,   2.63247,   2.65546,   2.67952,   2.69490,   2.66850,   2.64302,   2.61857,   2.59522,   2.57308,   2.55223,   2.53278,   2.51480,   2.49840,   2.48365,   2.47063,   2.45942,   2.45007,   2.44263,   2.43717,   2.43369,   2.43224,   2.43281,   2.43540,   2.43999,   2.44657,   2.45508,   2.46549,   2.47773,   2.49173,   2.50742,   2.52471,   2.54353,   2.56377,   2.58536,   2.60819,   2.63217,   2.65721,   2.68322,   2.71010,   2.73777,   2.76615,   2.79516,   2.82472,   2.85476,   2.88153,   2.90598,   2.93107,   2.95674,   2.98295,   3.00962,   3.03671,   3.06416,   3.09192,   3.11996,   3.14822,   3.17666,   3.20526,   3.23397,   3.26276,   3.29161,   3.32048,   3.34935,   3.37820,   3.40700,   3.43574,   3.46440,   3.49297,   3.52142,   3.54975,   3.57794,   3.60598,   3.63387,   3.66160,   3.68916,   3.71653,   3.74373,   3.77073,   3.79754,   3.82416,   3.85058,   3.87679,   3.90281,   3.92861,   3.95421,   3.97960,   4.00479,   4.02976,   4.05453,   4.07908,   4.10344,   4.12758,   4.15152,   4.17525,   4.19878,   4.22211,   4.24523,   4.26816,   4.29089,   4.31342,   4.33576,   4.35790,   4.37986,   4.40162,   4.42320,   4.44459,   4.46580,   4.48683,   4.50769,   4.52836,   4.54886,   4.56919,   4.58934,   4.60933,   4.62915,   4.64881,   4.66831,   4.68764,   4.70682,   4.72584,   4.74470,   4.76342,   4.78198,   4.80039,   4.81866,   4.83678,   4.85476,   4.87260,   4.89030,   4.90787,   4.92529,   4.94259,   4.95975,   4.97678,   4.99368,   5.01045,   5.02710,   5.04363,   5.06003,   5.07631,   5.09248,   5.10852,   5.12445,   5.14027,   5.15597,   5.17156,   5.18704,   5.20241,   5.21767,   5.23283,   5.24788,   5.26283,   5.27768,   5.29242,   5.30706,   5.32161,   5.33606,   5.35041,   5.36467,   5.37883,   5.39290,   5.40688,   5.42077,   5.43457,   5.44828,   5.46190,   5.47543,   5.48888,   5.50225,   5.51553
   2.73399,   2.70663,   2.68009,   2.65444,   2.62979,   2.60621,   2.58381,   2.56267,   2.54290,   2.52457,   2.50779,   2.49263,   2.47917,   2.46748,   2.45763,   2.44968,   2.44367,   2.43964,   2.43761,   2.43759,   2.43959,   2.44359,   2.44957,   2.45748,   2.46730,   2.47896,   2.49239,   2.50752,   2.52428,   2.54258,   2.56233,   2.58344,   2.60583,   2.62938,   2.65402,   2.65995,   2.63255,   2.60608,   2.58064,   2.55633,   2.53324,   2.51149,   2.49116,   2.47236,   2.45518,   2.43972,   2.42605,   2.41426,   2.40441,   2.39657,   2.39079,   2.38709,   2.38550,   2.38603,   2.38869,   2.39344,   2.40027,   2.40913,   2.41996,   2.43271,   2.44729,   2.46363,   2.48163,   2.50122,   2.52227,   2.54471,   2.56843,   2.59332,   2.61929,   2.64624,   2.67408,   2.70270,   2.73204,   2.76200,   2.79250,   2.82176,   2.84631,   2.87158,   2.89750,   2.92401,   2.95104,   2.97853,   3.00643,   3.03468,   3.06323,   3.09204,   3.12106,   3.15025,   3.17957,   3.20899,   3.23848,   3.26800,   3.29752,   3.32703,   3.35649,   3.38590,   3.41522,   3.44445,   3.47356,   3.50254,   3.53138,   3.56007,   3.58859,   3.61695,   3.64512,   3.67311,   3.70091,   3.72851,   3.75591,   3.78310,   3.81008,   3.83686,   3.86342,   3.88976,   3.91589,   3.94180,   3.96749,   3.99296,   4.01822,   4.04326,   4.06808,   4.09268,   4.11708,   4.14125,   4.16522,   4.18897,   4.21251,   4.23585,   4.25898,   4.28191,   4.30463,   4.32716,   4.34948,   4.37161,   4.39355,   4.41529,   4.43684,   4.45821,   4.47939,   4.50039,   4.52121,   4.54184,   4.56231,   4.58259,   4.60271,   4.62266,   4.64243,   4.66204,   4.68149,   4.70078,   4.71991,   4.73888,   4.75770,   4.77636,   4.79487,   4.81323,   4.83145,   4.84952,   4.86745,   4.88523,   4.90288,   4.92039,   4.93776,   4.95500,   4.97210,   4.98908,   5.00593,   5.02265,   5.03924,   5.05571,   5.07206,   5.08829,   5.10440,   5.12039,   5.13626,   5.15202,   5.16767,   5.18321,   5.19863,   5.21395,   5.22916,   5.24426,   5.25926,   5.27415,   5.28895,   5.30364,   5.31823,   5.33272,   5.34712,   5.36142,   5.37563,   5.38974,   5.40376,   5.41769,   5.43152,   5.44527,   5.45893,   5.47251,   5.48599,   5.49939
   2.74108,   2.71235,   2.68433,   2.65713,   2.63084,   2.60553,   2.58132,   2.55830,   2.53656,   2.51620,   2.49732,   2.48001,   2.46436,   2.45045,   2.43837,   2.42817,   2.41992,   2.41367,   2.40946,   2.40730,   2.40722,   2.40922,   2.41328,   2.41939,   2.42749,   2.43754,   2.44949,   2.46326,   2.47879,   2.49597,   2.51474,   2.53499,   2.55663,   2.57956,   2.60369,   2.62891,   2.62479,   2.59634,   2.56884,   2.54237,   2.51704,   2.49296,   2.47025,   2.44900,   2.42932,   2.41132,   2.39510,   2.38074,   2.36834,   2.35796,   2.34969,   2.34355,   2.33961,   2.33788,   2.33838,   2.34110,   2.34602,   2.35312,   2.36234,   2.37362,   2.38691,   2.40211,   2.41913,   2.43790,   2.45829,   2.48020,   2.50354,   2.52819,   2.55404,   2.58098,   2.60892,   2.63775,   2.66738,   2.69771,   2.72865,   2.76013,   2.78527,   2.81069,   2.83682,   2.86361,   2.89098,   2.91887,   2.94721,   2.97595,   3.00503,   3.03439,   3.06400,   3.09381,   3.12376,   3.15383,   3.18398,   3.21417,   3.24438,   3.27458,   3.30473,   3.33483,   3.36485,   3.39476,   3.42456,   3.45422,   3.48374,   3.51310,   3.54229,   3.57130,   3.60013,   3.62876,   3.65718,   3.68540,   3.71341,   3.74121,   3.76878,   3.79613,   3.82326,   3.85017,   3.87684,   3.90329,   3.92951,   3.95550,   3.98127,   4.00681,   4.03212,   4.05720,   4.08206,   4.10670,   4.13112,   4.15531,   4.17929,   4.20305,   4.22659,   4.24993,   4.27305,   4.29597,   4.31867,   4.34118,   4.36348,   4.38559,   4.40749,   4.42921,   4.45073,   4.47206,   4.49320,   4.51416,   4.53494,   4.55553,   4.57595,   4.59619,   4.61626,   4.63616,   4.65588,   4.67544,   4.69484,   4.71408,   4.73315,   4.75207,   4.77083,   4.78944,   4.80789,   4.82620,   4.84436,   4.86237,   4.88024,   4.89797,   4.91556,   4.93301,   4.95033,   4.96751,   4.98456,   5.00148,   5.01827,   5.03493,   5.05146,   5.06788,   5.08417,   5.10034,   5.11639,   5.13232,   5.14814,   5.16385,   5.17944,   5.19492,   5.21029,   5.22555,   5.24070,   5.25575,   5.27069,   5.28553,   5.30027,   5.31491,   5.32945,   5.34389,   5.35823,   5.37248,   5.38663,   5.40069,   5.41466,   5.42854,   5.44232,   5.45602,   5.46963,   5.48315
   2.75062,   2.72060,   2.69121,   2.66254,   2.63469,   2.60774,   2.58179,   2.55693,   2.53328,   2.51093,   2.48998,   2.47054,   2.45270,   2.43655,   2.42219,   2.40970,   2.39914,   2.39059,   2.38409,   2.37968,   2.37740,   2.37726,   2.37926,   2.38338,   2.38961,   2.39789,   2.40819,   2.42043,   2.43455,   2.45046,   2.46808,   2.48732,   2.50807,   2.53024,   2.55373,   2.57843,   2.60424,   2.58945,   2.55991,   2.53132,   2.50377,   2.47737,   2.45225,   2.42852,   2.40630,   2.38569,   2.36682,   2.34979,   2.33470,   2.32164,   2.31070,   2.30195,   2.29546,   2.29125,   2.28937,   2.28982,   2.29261,   2.29771,   2.30509,   2.31469,   2.32646,   2.34032,   2.35617,   2.37393,   2.39349,   2.41474,   2.43756,   2.46185,   2.48747,   2.51433,   2.54230,   2.57127,   2.60114,   2.63181,   2.66317,   2.69514,   2.72283,   2.74834,   2.77466,   2.80170,   2.82939,   2.85766,   2.88644,   2.91567,   2.94528,   2.97522,   3.00543,   3.03586,   3.06647,   3.09721,   3.12805,   3.15894,   3.18986,   3.22078,   3.25166,   3.28248,   3.31322,   3.34386,   3.37437,   3.40475,   3.43498,   3.46504,   3.49493,   3.52463,   3.55413,   3.58343,   3.61251,   3.64138,   3.67003,   3.69845,   3.72664,   3.75460,   3.78232,   3.80981,   3.83705,   3.86406,   3.89084,   3.91737,   3.94366,   3.96972,   3.99553,   4.02112,   4.04646,   4.07158,   4.09646,   4.12111,   4.14554,   4.16974,   4.19371,   4.21747,   4.24100,   4.26432,   4.28743,   4.31032,   4.33300,   4.35548,   4.37775,   4.39982,   4.42169,   4.44336,   4.46484,   4.48613,   4.50723,   4.52814,   4.54887,   4.56941,   4.58978,   4.60997,   4.62998,   4.64982,   4.66950,   4.68900,   4.70834,   4.72752,   4.74654,   4.76540,   4.78410,   4.80265,   4.82104,   4.83929,   4.85739,   4.87534,   4.89315,   4.91082,   4.92835,   4.94574,   4.96300,   4.98012,   4.99711,   5.01396,   5.03069,   5.04729,   5.06377,   5.08012,   5.09636,   5.11247,   5.12846,   5.14433,   5.16009,   5.17574,   5.19127,   5.20669,   5.22201,   5.23721,   5.25231,   5.26730,   5.28218,   5.29697,   5.31165,   5.32623,   5.34072,   5.35510,   5.36939,   5.38358,   5.39768,   5.41169,   5.42560,   5.43943,   5.45316,   5.46681
   2.76253,   2.73133,   2.70066,   2.67063,   2.64131,   2.61280,   2.58520,   2.55859,   2.53310,   2.50881,   2.48585,   2.46430,   2.44429,   2.42591,   2.40927,   2.39444,   2.38153,   2.37061,   2.36175,   2.35499,   2.35040,   2.34798,   2.34777,   2.34977,   2.35395,   2.36030,   2.36876,   2.37930,   2.39184,   2.40630,   2.42261,   2.44067,   2.46038,   2.48163,   2.50434,   2.52838,   2.55365,   2.58005,   2.55395,   2.52328,   2.49355,   2.46486,   2.43735,   2.41113,   2.38633,   2.36307,   2.34148,   2.32168,   2.30379,   2.28792,   2.27416,   2.26262,   2.25337,   2.24647,   2.24199,   2.23994,   2.24034,   2.24320,   2.24849,   2.25617,   2.26618,   2.27846,   2.29293,   2.30948,   2.32802,   2.34842,   2.37058,   2.39436,   2.41964,   2.44630,   2.47421,   2.50326,   2.53331,   2.56427,   2.59602,   2.62846,   2.65897,   2.68452,   2.71097,   2.73822,   2.76621,   2.79485,   2.82406,   2.85377,   2.88392,   2.91444,   2.94526,   2.97634,   3.00763,   3.03907,   3.07062,   3.10224,   3.13390,   3.16557,   3.19720,   3.22878,   3.26028,   3.29167,   3.32294,   3.35407,   3.38504,   3.41584,   3.44645,   3.47687,   3.50708,   3.53708,   3.56685,   3.59640,   3.62571,   3.65479,   3.68362,   3.71221,   3.74056,   3.76865,   3.79649,   3.82409,   3.85143,   3.87852,   3.90537,   3.93196,   3.95831,   3.98440,   4.01026,   4.03587,   4.06123,   4.08636,   4.11125,   4.13590,   4.16032,   4.18451,   4.20847,   4.23221,   4.25572,   4.27901,   4.30209,   4.32495,   4.34760,   4.37003,   4.39226,   4.41429,   4.43611,   4.45774,   4.47917,   4.50041,   4.52145,   4.54231,   4.56298,   4.58347,   4.60378,   4.62391,   4.64387,   4.66365,   4.68326,   4.70271,   4.72199,   4.74110,   4.76006,   4.77885,   4.79749,   4.81598,   4.83431,   4.85250,   4.87053,   4.88842,   4.90617,   4.92377,   4.94124,   4.95857,   4.97576,   4.99281,   5.00974,   5.02653,   5.04320,   5.05974,   5.07616,   5.09245,   5.10862,   5.12467,   5.14060,   5.15641,   5.17211,   5.18770,   5.20317,   5.21853,   5.23378,   5.24893,   5.26397,   5.27890,   5.29373,   5.30845,   5.32308,   5.33760,   5.35203,   5.36636,   5.38059,   5.39473,   5.40878,   5.42273,   5.43659,   5.45036
   2.77674,   2.74445,   2.71262,   2.68133,   2.65065,   2.62068,   2.59152,   2.56326,   2.53601,   2.50987,   2.48495,   2.46136,   2.43922,   2.41864,   2.39972,   2.38256,   2.36728,   2.35394,   2.34265,   2.33347,   2.32646,   2.32166,   2.31911,   2.31883,   2.32082,   2.32506,   2.33152,   2.34017,   2.35095,   2.36378,   2.37859,   2.39529,   2.41379,   2.43397,   2.45573,   2.47897,   2.50357,   2.52941,   2.55100,   2.51833,   2.48647,   2.45555,   2.42568,   2.39699,   2.36961,   2.34368,   2.31933,   2.29670,   2.27592,   2.25711,   2.24040,   2.22590,   2.21371,   2.20392,   2.19660,   2.19181,   2.18958,   2.18993,   2.19286,   2.19834,   2.20634,   2.21679,   2.22962,   2.24474,   2.26203,   2.28139,   2.30269,   2.32580,   2.35060,   2.37693,   2.40468,   2.43370,   2.46387,   2.49506,   2.52716,   2.56003,   2.59359,   2.61919,   2.64571,   2.67315,   2.70140,   2.73038,   2.76000,   2.79019,   2.82087,   2.85197,   2.88343,   2.91517,   2.94715,   2.97931,   3.01161,   3.04400,   3.07643,   3.10888,   3.14130,   3.17367,   3.20596,   3.23815,   3.27021,   3.30212,   3.33387,   3.36544,   3.39682,   3.42799,   3.45894,   3.48967,   3.52017,   3.55042,   3.58043,   3.61019,   3.63970,   3.66895,   3.69794,   3.72667,   3.75513,   3.78334,   3.81128,   3.83895,   3.86637,   3.89352,   3.92041,   3.94705,   3.97342,   3.99955,   4.02542,   4.05103,   4.07640,   4.10153,   4.12641,   4.15105,   4.17545,   4.19962,   4.22355,   4.24726,   4.27074,   4.29399,   4.31702,   4.33984,   4.36244,   4.38483,   4.40701,   4.42899,   4.45076,   4.47233,   4.49370,   4.51488,   4.53587,   4.55667,   4.57728,   4.59770,   4.61795,   4.63802,   4.65791,   4.67763,   4.69717,   4.71655,   4.73577,   4.75482,   4.77370,   4.79243,   4.81101,   4.82943,   4.84769,   4.86581,   4.88378,   4.90160,   4.91928,   4.93682,   4.95422,   4.97148,   4.98860,   5.00560,   5.02246,   5.03919,   5.05579,   5.07226,   5.08861,   5.10484,   5.12095,   5.13693,   5.15280,   5.16855,   5.18419,   5.19971,   5.21512,   5.23042,   5.24561,   5.26070,   5.27568,   5.29055,   5.30532,   5.31999,   5.33455,   5.34902,   5.36339,   5.37766,   5.39184,   5.40592,   5.41991,   5.43381
