   2.20376,   2.20376,   2.20376,   2.17927,   2.16753,   2.16753,   2.14530,   2.12994,   2.08237,   2.03979,   2.00784,   2.00784,   2.00784,   1.98798,   1.94686,   1.91730,   1.91729,   1.91729,   1.91729,   1.86875,   1.86874,   1.86874,   1.86874,   1.81772,   1.78090,   1.68476,   1.51427,   1.44070,   1.36161,   1.36130,   1.36130,   1.29547,   1.27505,   1.21764,   1.18066,   1.07643,   1.07643,   0.99764,   0.89306,   0.67655,   0.67655,   0.67655,   0.67655,   0.66688,   0.37244,   0.27942,   0.27942,   0.27942,   0.27942,   0.06245,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.27942,   0.27942,   0.27950,   0.49757,   0.67307,   0.72962,   0.82831,   0.85294,   1.06803,   1.08302,   1.18089,   1.27505,   1.30113,   1.36130,   1.38027,   1.44595,   1.51425,   1.58275,   1.60621,   1.65992,   1.76395,   1.76395,   1.76406,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772
   2.20376,   2.20376,   2.20376,   2.20376,   2.17392,   2.16753,   2.16753,   2.13883,   2.12994,   2.06896,   2.02338,   2.00784,   2.00784,   2.00784,   1.96923,   1.92920,   1.91729,   1.91729,   1.91729,   1.90473,   1.86874,   1.86874,   1.86874,   1.83971,   1.81210,   1.74906,   1.53274,   1.46543,   1.40207,   1.36130,   1.36130,   1.34940,   1.27505,   1.25967,   1.18066,   1.07648,   1.07643,   1.04027,   0.95328,   0.67660,   0.67655,   0.67655,   0.67655,   0.67655,   0.42707,   0.27942,   0.27942,   0.27942,   0.27942,   0.04974,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.04290,   0.27942,   0.27942,   0.30051,   0.49758,   0.67655,   0.82335,   0.82831,   0.93989,   1.07643,   1.15155,   1.26134,   1.27506,   1.35912,   1.36130,   1.44069,   1.51424,   1.55597,   1.58276,   1.64688,   1.74852,   1.76395,   1.76395,   1.79964,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.83359
   2.20377,   2.20376,   2.20376,   2.20376,   2.20147,   2.16963,   2.16753,   2.16543,   2.13314,   2.12693,   2.05959,   2.00945,   2.00784,   2.00784,   2.00372,   1.95873,   1.91771,   1.91729,   1.91729,   1.91729,   1.86915,   1.86874,   1.86874,   1.86874,   1.81772,   1.77510,   1.64148,   1.51425,   1.44069,   1.36130,   1.36130,   1.36130,   1.27506,   1.27505,   1.18070,   1.10332,   1.07643,   1.07643,   0.96004,   0.68310,   0.67655,   0.67655,   0.67655,   0.67655,   0.47695,   0.27942,   0.27942,   0.27942,   0.27942,   0.03800,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.21877,   0.27942,   0.27942,   0.38441,   0.54205,   0.67708,   0.82831,   0.82896,   1.02823,   1.07677,   1.18070,   1.27505,   1.30115,   1.36130,   1.38346,   1.45824,   1.51443,   1.58275,   1.63129,   1.68659,   1.76395,   1.76395,   1.78009,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.82841,   1.86875
   2.20628,   2.20377,   2.20376,   2.20376,   2.20376,   2.19589,   2.16787,   2.16753,   2.15888,   2.13040,   2.10951,   2.04985,   2.00785,   2.00784,   2.00784,   1.98524,   1.94159,   1.91729,   1.91729,   1.91729,   1.91384,   1.86874,   1.86874,   1.86874,   1.83336,   1.80532,   1.73817,   1.51660,   1.44367,   1.37368,   1.36130,   1.36130,   1.28700,   1.27505,   1.19388,   1.15813,   1.07643,   1.07643,   0.96010,   0.72531,   0.67655,   0.67655,   0.67655,   0.67655,   0.49757,   0.27942,   0.27942,   0.27942,   0.27942,   0.02763,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.27942,   0.27942,   0.27943,   0.46242,   0.66328,   0.74558,   0.82831,   0.89444,   1.07643,   1.12732,   1.24785,   1.27507,   1.35701,   1.36130,   1.44069,   1.51424,   1.57278,   1.58401,   1.64850,   1.76395,   1.76395,   1.76511,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.82373,   1.86875,   1.89298
   2.22228,   2.20548,   2.20377,   2.20376,   2.20376,   2.20376,   2.19046,   2.16757,   2.16753,   2.15250,   2.12998,   2.08763,   2.03251,   2.00784,   2.00784,   2.00784,   1.96781,   1.92505,   1.91729,   1.91729,   1.91729,   1.87415,   1.86874,   1.86874,   1.86874,   1.81772,   1.77005,   1.59854,   1.48968,   1.42356,   1.36130,   1.36130,   1.33798,   1.27505,   1.23425,   1.18066,   1.07643,   1.07643,   0.96968,   0.77357,   0.67655,   0.67655,   0.67655,   0.67655,   0.49757,   0.27942,   0.27942,   0.27942,   0.27942,   0.01904,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00004,   0.27942,   0.27942,   0.28291,   0.49758,   0.67655,   0.82831,   0.82832,   0.98982,   1.07644,   1.18067,   1.27505,   1.30110,   1.36130,   1.38635,   1.47093,   1.52081,   1.58275,   1.64687,   1.72653,   1.76395,   1.76395,   1.80528,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.82023,   1.86874,   1.89117,   1.91732
   2.26100,   2.22106,   2.20489,   2.20377,   2.20376,   2.20376,   2.20376,   2.18520,   2.16754,   2.16753,   2.14631,   2.12994,   2.06906,   2.01729,   2.00784,   2.00784,   2.00011,   1.95294,   1.91744,   1.91729,   1.91729,   1.91729,   1.86874,   1.86874,   1.86874,   1.82752,   1.79888,   1.71066,   1.51445,   1.44072,   1.36154,   1.36130,   1.36130,   1.27505,   1.27224,   1.18066,   1.07699,   1.07643,   1.00848,   0.86565,   0.67655,   0.67655,   0.67655,   0.67655,   0.49773,   0.27942,   0.27942,   0.27942,   0.27942,   0.01249,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.06752,   0.27942,   0.27942,   0.34594,   0.53876,   0.68008,   0.82831,   0.85115,   1.07382,   1.10430,   1.23502,   1.27508,   1.35483,   1.36130,   1.44070,   1.51424,   1.58275,   1.60392,   1.66497,   1.76395,   1.76395,   1.78674,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81849,   1.86577,   1.88940,   1.91730,   1.94343
   2.27251,   2.25918,   2.21988,   2.20449,   2.20377,   2.20376,   2.20376,   2.20376,   2.18011,   2.16753,   2.16753,   2.14031,   2.12994,   2.05951,   2.00817,   2.00784,   2.00784,   1.98264,   1.93675,   1.91729,   1.91729,   1.91729,   1.88353,   1.86874,   1.86874,   1.86874,   1.81772,   1.76301,   1.55830,   1.46535,   1.39595,   1.36130,   1.36130,   1.28065,   1.27505,   1.18178,   1.11450,   1.07643,   1.04659,   0.93611,   0.67656,   0.67655,   0.67655,   0.67655,   0.50430,   0.27942,   0.27942,   0.27942,   0.27942,   0.00789,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.22800,   0.27942,   0.27942,   0.42276,   0.65347,   0.75917,   0.82831,   0.93251,   1.07643,   1.16750,   1.27505,   1.30098,   1.36130,   1.38896,   1.48251,   1.53735,   1.58276,   1.64693,   1.75557,   1.76395,   1.76936,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81793,   1.86035,   1.88769,   1.91730,   1.94013,   1.96964
   2.27252,   2.27251,   2.25738,   2.21875,   2.20422,   2.20376,   2.20376,   2.20376,   2.20376,   2.17525,   2.16753,   2.16453,   2.13479,   2.11251,   2.04246,   2.00784,   2.00784,   2.00784,   1.96625,   1.92170,   1.91729,   1.91729,   1.91729,   1.86875,   1.86874,   1.86874,   1.82261,   1.79278,   1.67078,   1.51043,   1.44069,   1.36130,   1.36130,   1.32733,   1.27505,   1.21082,   1.16445,   1.07643,   1.07643,   0.96005,   0.67727,   0.67655,   0.67655,   0.67655,   0.54081,   0.27942,   0.27942,   0.27942,   0.27942,   0.00487,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.27942,   0.27942,   0.27985,   0.49148,   0.67656,   0.82831,   0.82916,   1.03708,   1.08457,   1.22276,   1.27509,   1.35258,   1.36130,   1.44075,   1.51425,   1.58275,   1.62665,   1.69875,   1.76395,   1.76402,   1.81000,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81777,   1.85510,   1.88603,   1.91729,   1.93694,   1.96810,   2.03042
   2.27898,   2.27252,   2.27251,   2.25560,   2.21767,   2.20405,   2.20376,   2.20376,   2.20376,   2.19967,   2.17098,   2.16753,   2.15849,   2.13109,   2.09214,   2.02599,   2.00784,   2.00784,   1.99666,   1.94757,   1.91735,   1.91729,   1.91729,   1.89255,   1.86874,   1.86874,   1.86248,   1.81772,   1.75064,   1.52615,   1.44482,   1.37058,   1.36130,   1.36130,   1.27505,   1.24774,   1.18066,   1.07643,   1.07643,   0.96062,   0.69767,   0.67655,   0.67655,   0.67655,   0.58317,   0.27944,   0.27942,   0.27942,   0.27942,   0.00299,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00026,   0.27942,   0.27942,   0.31163,   0.53593,   0.68941,   0.82831,   0.88849,   1.07643,   1.14475,   1.27505,   1.30080,   1.36130,   1.39125,   1.49293,   1.55322,   1.58411,   1.65143,   1.76395,   1.76395,   1.79246,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81773,   1.85001,   1.88442,   1.91729,   1.93386,   1.96679,   2.03194,   2.09087
   2.31919,   2.27986,   2.27252,   2.27251,   2.25386,   2.21663,   2.20395,   2.20376,   2.20376,   2.20376,   2.19461,   2.16842,   2.16753,   2.15265,   2.13008,   2.07253,   2.01237,   2.00784,   2.00784,   1.98014,   1.93234,   1.91729,   1.91729,   1.91729,   1.86879,   1.86874,   1.86874,   1.81948,   1.78704,   1.62427,   1.48693,   1.41538,   1.36130,   1.36130,   1.27720,   1.27505,   1.18071,   1.08004,   1.07643,   0.98050,   0.74076,   0.67655,   0.67655,   0.67655,   0.62234,   0.28028,   0.27942,   0.27942,   0.27942,   0.00184,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.08795,   0.27942,   0.27942,   0.38538,   0.64366,   0.77036,   0.82832,   1.00148,   1.07713,   1.21121,   1.27510,   1.35025,   1.36131,   1.44156,   1.51475,   1.58275,   1.64687,   1.73405,   1.76395,   1.77544,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.81772,   1.84508,   1.88287,   1.91729,   1.93089,   1.96577,   2.03357,   2.09087,   2.09087
